Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Young Girls of Rochefort,1967,Jacques Demy,"['Catherine Deneuve', 'Françoise Dorléac', 'Jacques Perrin', 'Gene Kelly', 'Danielle Darrieux', 'Michel Piccoli', 'George Chakiris', 'Grover Dale', 'Jacques Riberolles', 'Geneviève Thénier', 'Henri Crémieux', 'Pamela Hart', 'Leslie North', 'Patrick Jeantet', 'René Pascal', 'Dorothée Blanck', 'Daniel Moquay', 'Daniel Gall', 'Bernard Fradet', 'Remy Brozek', 'Véronique Duval', 'Pierre Caden', 'Peter Ardran', 'Wendy Barry', 'Sarah Butler', 'Anne Chapman', 'Jane Darling', 'Tudor Davies', 'Lindsay Dolan', 'John McDonald', 'Keith Drummond', 'Maureen Evans', 'Tara Fernando', 'Sarah Flemington', 'Johnny Greenland', 'Leo Guerard', 'David Hepburn', 'Bob Howe', 'Alix Kirsta', 'Jerry Manley', 'Tony Manning', 'Tom Merrifield', 'Connel Miles', 'Albin Pahernik', 'Nicky Temperton', 'Barrie Wilkinson', 'Maureen Willsher', 'Anne Germain', 'Claude Parent', 'Christiane Legrand', 'Claudine Meunier', 'Alice Herald', 'José Bartel', 'Romuald', 'Donald Burke', 'Olivier Bonnet', 'Georges Blaness', 'Jacques Revaux', 'Jacques Henri Barratier', 'Liliane de Kermadec', 'Alain Franchet', 'Sarah Hardenberg', 'Florence Malraux', 'Michèle Manceaux', 'Annie Maurel', 'Jean Stout', 'Jacques Thébault', 'Dominique Tirmont', 'Agnès Varda']",4.3,4.5,"['Romance', 'Comedy', 'Drama']",126,['France'],French,['French'],"['Parc Film', 'Madeleine Films']",78674,53995,33570,3700,63,137,139,647,886,3414,5644,14440,11186,17270,53826,https://letterboxd.com/film/the-young-girls-of-rochefort/
Chinatown,1974,Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Diane Ladd', 'Roman Polanski', 'Roy Jenson', 'Richard Bakalyan', 'James Hong', 'Bruce Glover', 'Joe Mantell', 'Roy Roberts', 'Noble Willingham', 'Rance Howard', 'Jesse Vint', 'Burt Young', 'Lee de Broux', 'Darrell Zwerling', 'Nandu Hinds', ""James O'Rear"", 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer', 'Elliott Montgomery', 'George Justin', 'C.O. Erickson', 'Charles Knapp', 'Claudio Martínez', 'Federico Roberto', 'Allan Warnick', 'John Holland', 'Jim Burk', 'Denny Arnold', 'Elizabeth Harding', 'John Rogers', 'Cecil Elliott', 'Paul Jenkins', 'Bob Golden', 'Richard Warren', 'Fritzi Burr', 'Cosmo Sardo']",4.29,4.5,"['Thriller', 'Mystery', 'Crime', 'Drama']",130,['USA'],English,"['English', 'Spanish', 'Cantonese']","['Paramount', 'Long Road Productions', 'Penthouse', 'Robert Evans Company']",422069,120679,128969,5700,374,777,577,3065,3824,18172,28188,79634,58280,75213,268104,https://letterboxd.com/film/chinatown/
Funeral Parade of Roses,1969,Toshio Matsumoto,"['Shinnosuke Ikehata', 'Osamu Ogasawara', 'Yoshio Tsuchiya', 'Emiko Azuma', 'Koichi Nakamura', 'Masato Hara', 'Toyosaburo Uchiyama', 'Nagaharu Yodogawa', 'Masahiro Shinoda', 'Yoshihiro Katô']",4.29,4.0,['Drama'],105,['Japan'],Japanese,['Japanese'],"['Art Theatre Guild', 'Matsumoto Production']",58076,37978,25239,2600,98,159,124,461,574,2249,3818,10650,8502,12770,39405,https://letterboxd.com/film/funeral-parade-of-roses/
To Be or Not to Be,1942,Ernst Lubitsch,"['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart', 'Lionel Atwill', 'Stanley Ridges', 'Sig Ruman', 'Tom Dugan', 'Charles Halton', 'George Lynn', 'Henry Victor', 'Maude Eburne', 'Halliwell Hobbes', 'Miles Mander', 'Rudolph Anders', 'Paul Barrett', 'Sven Hugo Borg', 'Danny Borzage', 'Buster Brodie', 'Peter Caldwell', 'Alec Craig', 'Helmut Dantine', 'Jack Deery', 'Leslie Denison', 'James Finlayson', 'James Gillette', 'Stuart Hall', 'Leyland Hodgson', 'Shep Houghton', 'Olaf Hytten', 'Charles Irwin', 'Tiny Jones', 'John Kellogg', 'Adolf E. Licho', 'Wilbur Mack', 'John Meredith', 'Maurice Murphy', 'Richard Neill', 'Russ Powell', 'Frank Reicher', 'Otto Reichow', 'Gene Rizzi', 'John Roy', 'Hans Schumm', 'Stephen Soldi', 'Count Stefenelli', 'Roland Varno', 'Ernö Verebes', 'Dorothy Vernon', ""Armand 'Curly' Wright"", 'Wolfgang Zilzer']",4.29,4.0,"['Comedy', 'War']",99,['USA'],English,"['English', 'German']",['United Artists'],58715,37225,19823,514,30,69,59,269,455,2215,4391,12058,9001,9507,38054,https://letterboxd.com/film/to-be-or-not-to-be/
The Hunt,2012,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Susse Wold', 'Anne Louise Hassing', 'Lars Ranthe', 'Alexandra Rapaport', 'Sebastian Bull Sarning', 'Steen Ordell Guldbrandsen', 'Daniel Engstrup', 'Troels Thorsen', 'Søren Rønholt', 'Hana Shuan', 'Jytte Kvinesdal', 'Josefine Gråbøl', 'Bjarne Henriksen', 'Nicolai Dahl Hamilton', 'Øyvind Hagen-Traberg', 'Allan Wibor Christensen', 'Rikke Bergmann', 'Rasmus Lind Rubin', 'Frank Rubæk', 'Jakob Højlev Jørgensen', 'Nina Christrup', 'Birgit Petersen', 'Karina Fogh Holmkjær', 'Heidi Gross', 'Marie Aktor', 'Mona C. Soliman', 'Mie Ravn Nielsen', 'Kim Westi Rasmussen', 'Thomas Ravn', 'Katrine Brygmann', 'Ole Dupont']",4.29,4.0,['Drama'],116,"['Belgium', 'Denmark', 'France', 'Norway', 'Sweden']",Danish,"['Danish', 'English', 'Polish']","['Zentropa Entertainments', 'Det Danske Filminstitut', 'DR', 'Eurimages', 'MEDIA Programme of the European Union', 'Svenska Filminstitutet', 'SVT', 'Film i Väst', 'Nordisk Film & TV Fond']",392251,81050,123412,4200,388,676,522,2267,3027,14788,28104,94088,69819,59169,272848,https://letterboxd.com/film/the-hunt-2012/
The Father,2020,Florian Zeller,"['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams', 'Imogen Poots', 'Rufus Sewell', 'Ayesha Dharker', 'Roman Zeller', 'Evie Wray', 'Brian Rodger', 'Romulus Stoicescu']",4.29,4.5,['Drama'],96,"['France', 'UK', 'USA']",English,['English'],"['Trademark Films', 'F Comme Film', 'Ciné-@', 'Embankment Films', 'Film4 Productions', 'Canal+', 'Ciné+', 'Orange Studio', 'Les Films du Cru', 'AG Studios NYC', 'Simon Friend Entertainment', 'Viewfinder']",345306,88556,116988,1700,178,437,436,2200,2854,13731,27315,90001,69452,62641,269245,https://letterboxd.com/film/the-father-2020/
Z,1969,Costa-Gavras,"['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant', 'Jacques Perrin', 'Charles Denner', 'François Périer', 'Bernard Fresson', 'Pierre Dux', 'Georges Géret', 'Magali Noël', 'Marcel Bozzuffi', 'Julien Guiomar', 'Renato Salvatori', 'Jean Bouise', 'Clotilde Joano', 'Maurice Baquet', 'Habib Reda', 'Hassan El-Hassani', 'Gérard Darrieu', 'Jean-Pierre Miquel', 'Sid Ahmed Agoumi', 'Jean Dasté', 'Van Doude', 'Jean-François Gobbi', 'Guy Mairesse', 'Andrée Tainsy', 'Eva Simonet', 'François Chaumette', 'Allel El Mouhib', 'José Artur', 'Raoul Coutard', 'Steve Gadler', 'Gabriel Jabbour', 'Georges Rouquier']",4.29,4.0,"['Thriller', 'Crime', 'Drama']",127,"['Algeria', 'France']",French,"['French', 'Russian']",['Valoria Films'],41335,30830,13270,513,43,64,64,259,374,1598,2944,8132,6556,7025,27059,https://letterboxd.com/film/z/
Monster,2023,Hirokazu Kore-eda,"['Sakura Ando', 'Eita Nagayama', 'Soya Kurokawa', 'Hinata Hiiragi', 'Yûko Tanaka', 'Mitsuki Takahata', 'Akihiro Kakuta', 'Shidô Nakamura', 'Ryu Morioka', 'Daisuke Kuroda']",4.29,nan,"['Thriller', 'Drama']",125,['Japan'],Japanese,['Japanese'],"['TOHO', 'Fuji Television Network', 'AOI Pro.', 'BUN-BUKU', 'GAGA Corporation']",117494,38438,57839,5100,87,178,157,668,1092,4369,8997,27144,22564,36434,101690,https://letterboxd.com/film/monster-2023/
Good Will Hunting,1997,Gus Van Sant,"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen', ""Stephen L'Heureux""]",4.29,nan,['Drama'],127,['USA'],English,['English'],"['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",1629793,199500,576785,43000,833,2112,1775,8960,10521,65627,93430,296396,182172,337986,999812,https://letterboxd.com/film/good-will-hunting/
War and Peace,1966,Sergey Bondarchuk,"['Ludmila Savelyeva', 'Sergey Bondarchuk', 'Vyacheslav Tikhonov', 'Viktor Stanitsyn', 'Kira Golovko', 'Oleg Tabakov', 'Sergei Yermilov', 'Irina Gubanova', 'Anatoli Ktorov', 'Antonina Shuranova', 'Anastasiya Vertinskaya', 'Boris Smirnov', 'Irina Skobtseva', 'Vasili Lanovoy', 'Oleg Efremov', 'Nikolai Tolkachyov', 'Yelena Tyapkina', 'Klavdiya Polovikova', 'Eduard Martsevich', 'Angelina Stepanova', 'Gemma Firsova', 'Galina Kravchenko', 'Boris Zakhava', 'Nikolay Trofimov', 'Giuli Chokhonelidze', 'Nikolai Rybnikov', 'Aleksandr Borisov', 'Nonna Mordyukova', 'Aleksandr Semin', 'Mikhail Khrabrov', 'Stanislav Chekan', 'Viktor Murganov', 'Vladislav Strzhelchik', 'Vadim Safronov', 'Nikolai Bubnov', 'Ivan Solovyov', 'Yuri Chekulayev', 'Pyotr Savin', 'Andrey Smirnov', 'Vasiliy Badayev', 'Herberts Zommers', 'Jānis Grantiņš', 'D. Eizental', 'Jean-Claude Ballard', 'Georgi Millyar', 'Boris Molchanov', 'Lev Polyakov', 'Georgi Shapovalov', 'Ivan Turchenkov', 'Nikolai Khryashchikov', 'Semen Svashenko', 'Aleksandr Kuznetsov', 'Aleksandr Lebedev', 'Nikolay Smorchkov', 'Ivan Zhevago', 'Alexey Bahar', 'Mikhail Vorobyov', 'Aleksandr Degtyar', 'Ye. Shalamov', 'A. Boldyrev', 'Denis Sivakov', 'N. Sorokin', 'Vladimir Prikhodko', 'Daniil Netrebin', 'Yelena Stroyeva', 'S. Uspenskaya', 'Marina Dobrovolskaya', 'N. Fogel', 'Larisa Borisenko', 'Viktor Matisen', 'Yelena Yelina', 'Nikolay Lebedev', 'Aleksandr Fadeyev', 'Nadezhda Kollen', 'Vergiliy Renin', 'Zoya Smirnova-Nemirovich', 'Alfred Rebane', 'Yu. Ovsyannikov', 'Yuliya Dioshi', 'Erwin Knausmüller', 'Aleksandr Barushnoy', 'Georgiy Kurovskiy', 'Vladimir Maslatsov', 'P. Alekseyev', 'Yu. Rossinol', 'V. Lutsekovich', 'Aleksandr Ponomarenko', 'A. Kin', 'Vladimir Mashchenko', 'Aleksandr Smirnov', 'Nikolai Alekseyev', 'Kira Petrova-Sokolovskaya', 'Zoya Dvizhkova', 'Veronika Polonskaya', 'Lev Kramarevsky', 'Elena Vanke', 'A. Begak', 'Dmitry Begak', 'Aleksey Sezeman', 'Nikolay Sibeikin', 'G. Ivanov', 'Yu. Chyuveleva', 'S. Makovskaya', 'Valentina Yermilova', 'Yuriy Grigorev', 'Yevgeniya Khovanskaya', 'Olga Mikhajlova', 'Georgi Rybakov', 'Vladimir Lapin', 'Ye. Lyutsau', 'Nikolay Grinko', 'Sergey Nikonenko', 'Leonid Vidavskiy', 'Aleksandr Gruzinsky', 'Aleksandr Mombeli', 'Georgi Svetlani', 'Tatyana Makhova', 'Yuri Vetrov', 'Vasiliy Matov', 'Aleksey Glazyrin', 'Leonid Nedovich', 'T. Kazankova', 'Rodion Alexandrov', 'V. Islavin', 'Yu. Kryuchkov', 'Ivan Vasilyenko', 'Boris Batashev', 'Vladimir Fromgoldt', 'Galina Shostko', 'Zoya Rupasova', 'G. Mityakov', 'G. Edzhubov', 'Aleksandr Komissarov', 'Vladimir Levchenko', 'Vasily Likhachev', 'Apollon Yachnitskiy', 'Svetlana Konovalova', 'V. Kosarikhin', 'Labina', 'N. Afrikyants', 'N. Avetisova', 'V. Alakhverdova', 'Nikolai Aparin', 'Vladimir Seleznyov', 'Pyotr Kiryutkin', 'Robert Chumak', 'Aleksei Kuznetsov', 'Oleg Shtoda', 'Yuri Leonidov', 'Lyudmila Davydova', 'Iya Arepina', 'Leonid Brusin', 'Rada Volshaninova', 'Anna Timiryova', 'Leonid Yevtifyev', 'Anatoli Zhukov', 'Alfred Zinovyev', 'Aleksandra Danilova', 'Mikhail Bocharov', 'Vasiliy Krasnoshchyokov', 'Mikhail Pogorzhelsky', 'Anatoliy Ivanov', 'Semyon Safonov']",4.28,5.0,"['Romance', 'Drama', 'War', 'History']",422,['USSR'],Russian,"['Russian', 'German', 'French', 'Hungarian']",['Mosfilm'],14435,15654,4699,317,25,28,32,86,133,522,684,2060,1946,3286,8802,https://letterboxd.com/film/war-and-peace-1966/
Prisoners,2013,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Terrence Howard', 'Viola Davis', 'Maria Bello', 'Paul Dano', 'Melissa Leo', 'Dylan Minnette', 'Erin Gerasimovich', 'Kyla-Drew', 'Zoë Soul', 'David Dastmalchian', 'Wayne Duvall', 'Len Cariou', 'Anthony Reynolds', 'Brad James', 'Victoria Staley', 'Robert C. Treveiler', 'Sandra Ellis Lafferty', 'Todd Truley', 'Brian Daye', 'Alisa Harris', 'Robert Mello', 'Jeff Pope', 'Rodrick Goins', 'Mark Drum', 'Lana Yoo', 'Pam Smith', 'Gloria Webber', 'Michelle Keller', 'John Atwood', 'Stacy Melich', 'J. Omar Castro', 'Jane McNeill', 'Dennis Christopher', 'Takara Clark', 'Jason Davis', 'Katrina Despain', 'Brody Rose']",4.28,4.0,"['Thriller', 'Crime', 'Drama']",153,['USA'],English,['English'],"['Alcon Entertainment', '8:38 Productions', 'Madhouse Entertainment']",1303977,212466,480101,24000,635,1487,1294,7121,9192,51829,90646,296081,221963,263626,943874,https://letterboxd.com/film/prisoners/
The Fifth Seal,1976,Zoltán Fábri,"['Lajos Őze', 'László Márkus', 'Ferenc Bencze', 'Sándor Horváth', 'István Dégi', 'Gábor Nagy', 'György Bánffy', 'Zoltán Latinovits', 'József Vándor', 'Noémi Apor', 'Ildikó Pécsi', 'Marianna Moór', 'Rita Békés', 'György Cserhalmi', 'Gábor Kiss']",4.28,nan,"['Drama', 'War']",107,['Hungary'],Hungarian,['Hungarian'],"['Mafilm', 'Budapest Filmstúdió']",9149,6804,3473,289,10,17,14,47,86,282,587,1581,1531,2083,6238,https://letterboxd.com/film/the-fifth-seal/
Raise the Red Lantern,1991,Zhang Yimou,"['Gong Li', 'Ma Jingwu', 'He Saifei', 'Cao Cuifen', 'Kong Lin', 'Shuyuan Jin', 'Chu Xiao', 'Ding Weimin', 'Cao Zengyin', 'Cui Zhi-Gang', 'Espérance Pham Thai Lan', 'Zhou Qi']",4.28,4.0,['Drama'],125,"['China', 'Hong Kong', 'Taiwan']",Chinese,['Chinese'],"['ERA International', 'China Film Co-Production Corporation', 'Century Communications', 'Salon Films']",46832,28687,14927,724,28,61,40,219,330,1608,3143,9562,6962,7302,29255,https://letterboxd.com/film/raise-the-red-lantern/
Alien,1979,Ridley Scott,"['Sigourney Weaver', 'Tom Skerritt', 'Ian Holm', 'Yaphet Kotto', 'John Hurt', 'Veronica Cartwright', 'Harry Dean Stanton', 'Bolaji Badejo', 'Helen Horton', 'Roy Scammell', 'Eddie Powell']",4.28,5.0,"['Horror', 'Science Fiction']",117,"['USA', 'UK']",English,"['English', 'Spanish']","['20th Century Fox', 'Brandywine Productions']",1347373,279030,475785,28000,778,2325,1527,9577,9777,60519,75260,239448,144747,281826,825784,https://letterboxd.com/film/alien/
Terminator 2: Judgment Day,1991,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong', 'Robert Patrick', 'Joe Morton', 'Earl Boen', 'S. Epatha Merkerson', 'Castulo Guerra', 'Danny Cooksey', 'Jenette Goldstein', 'Xander Berkeley', 'Leslie Hamilton Gearren', 'Ken Gibbel', 'Robert Winley', 'Pete Schrum', 'Shane Wilder', 'Michael Edwards', 'Jared Lounsbery', 'Casey Chavez', 'Ennalls Berl', 'Don Lake', 'Richard Vidan', 'Tom McDonald', 'Jim Palmer', 'Gus Williams', 'Gwenda Deacon', 'Don Stanton', 'Dan Stanton', 'Colin Patrick Lynch', 'Noel Evangelisti', 'Nikki Cox', 'Lisa Brinegar', 'DeVaughn Nixon', 'Tony Simotes', 'Diane Rodriguez', 'Dalton Abbott', 'Ron Young', 'Charles Robert Brown', 'Abdul Salaam El Razzac', 'Mike Muscat', 'Dean Norris', 'Charles A. Tamburro', 'J. Rob Jordan', 'Terrence Evans', 'Denney Pierce', 'Mark Christopher Lawrence', 'Pat Kouri', 'Van Ling', 'Martin DeLuca', 'Joel Kramer', 'Richard Ruskin', 'Scott Shaw', 'Sven-Ole Thorsen', 'Randy Walker', 'William Wisher', 'Dalton Hamilton', 'Nancy Fish', 'Mic Rodgers', 'Michael Albanese', 'Ed Arneson', 'Debra Casey', 'Anne Merrem', 'Gavin Kelly', 'Bret A. Arnold', 'Dean Blanke', 'Jim Dahl', 'Jennifer Jacono', 'Takao Komine', 'Steven Stear']",4.28,4.5,"['Thriller', 'Action', 'Science Fiction']",137,"['France', 'USA']",English,"['English', 'Spanish']","['Carolco Pictures', 'Pacific Western', 'Lightstorm Entertainment', 'Le Studio Canal+', 'TriStar Pictures']",858910,150616,262866,11000,419,1169,871,6154,6526,37878,48153,140840,94679,149173,485862,https://letterboxd.com/film/terminator-2-judgment-day/
Casablanca,1942,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt', 'Sydney Greenstreet', 'Peter Lorre', 'S.Z. Sakall', 'Madeleine Lebeau', 'Dooley Wilson', 'Joy Page', 'John Qualen', 'Leonid Kinskey', 'Curt Bois', 'Enrique Acosta', 'Ed Agresti', 'Louis V. Arco', 'Frank Arnold', 'Leon Belasco', 'Nino Bellini', 'Oliver Blake', 'Monte Blue', 'Eugene Borden', 'Dick Botiller', 'Maurice Brierre', 'Sebastian Cabot', 'Anita Camargo', 'George M. Carleton', 'Spencer Chan', 'Melie Chang', 'Tex Cooper', 'Gino Corrado', 'Franco Corsaro', ""Adrienne D'Ambricourt"", 'Marcel Dalio', 'Helmut Dantine', 'Jean De Briac', 'George Dee', 'Jean Del Val', 'Carl Deloro', 'Joseph DeVillard', 'Arthur Dulac', 'William Edmunds', 'Herbert Evans', 'Fred Farrell', 'Adolph Faylauer', 'O.K. Ford', 'Martín Garralaga', 'Gregory Gaye', 'Gregory Golubeff', 'Ilka Grüning', 'Creighton Hale', 'Winifred Harris', 'Jamiel Hasson', 'Arthur Stuart Hull', 'Olaf Hytten', 'Charles La Torre', 'George J. Lewis', 'Manuel Lopez', 'Jacques Lory', 'Lou Marcelle', 'Tony Martelli', 'George Meeker', 'Lal Chand Mehra', 'Hercules Mendez', 'Louis Mercier', 'Torben Meyer', 'Alberto Morin', 'Leo Mostovoy', 'Corinna Mura', 'Barry Norton', 'Lotte Palfi Andor', 'Paul Panzer', 'Manuel París', 'Alexander Pollard', 'Frank Puglia', 'Georges Renavent', 'Dewey Robinson', 'Richard Ryen', 'Dan Seymour', 'Lester Sharpe', 'Dina Smirnova', 'Gerald Oliver Smith', 'George Sorel', 'Geoffrey Steele', 'Ludwig Stössel', 'Mike Tellegen', 'Rafael Trujillo', 'Jacques Vanaire', 'Ellinor Vanderveer', 'Norma Varden', 'Hans Heinrich von Twardowski', 'Jack Wise', 'Wolfgang Zilzer', 'Trude Berliner', 'Paul Porcasi', 'Max Linder', 'Frank Mazzola', 'Henry Rowland', 'Leo White', 'Paul Irving', 'Brandon Beach', 'Victor Romito', 'Michael Mark', 'Bhogwan Singh', 'Jack Benny', 'Finn Zirzow']",4.28,4.0,"['Drama', 'Romance']",102,['USA'],English,"['English', 'German', 'French', 'Italian']",['Warner Bros. Pictures'],669443,166953,208384,12000,573,1526,954,5621,5728,31244,38553,109825,67503,132446,393973,https://letterboxd.com/film/casablanca/
Modern Times,1936,Charlie Chaplin,"['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia', 'Richard Alexander', 'Cecil Reynolds', 'Mira McKinney', 'Murdock MacQuarrie', 'Wilfred Lucas', 'Edward LeSaint', 'Fred Malatesta', 'Sammy Stein', 'Juana Sutton', 'Ted Oliver', 'Norman Ainsley', 'Bobby Barber', 'Heinie Conklin', 'Gloria DeHaven', 'Pat Flaherty', 'Chuck Hamilton', 'Pat Harmon', 'Lloyd Ingraham', 'Walter James', 'Jack Low', 'Buddy Messinger', 'Bruce Mitchell', 'Frank Moran', 'James C. Morton', 'Louis Natheaux', 'J. C. Nugent', 'Russ Powell', 'John Rand', 'Harry Wilson']",4.27,4.5,"['Comedy', 'Drama']",87,['USA'],English,['English'],"['Charles Chaplin Productions', 'United Artists']",296901,75056,72966,1100,231,422,317,1642,2070,11497,16419,49853,27585,44007,154043,https://letterboxd.com/film/modern-times/
The Treasure of the Sierra Madre,1948,John Huston,"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young', 'Ángela Rodríguez']",4.27,4.5,"['Drama', 'Western', 'Adventure']",126,['USA'],English,['English'],['Warner Bros. Pictures'],91983,48917,26819,412,38,87,96,496,774,3757,6807,18607,12773,13697,57132,https://letterboxd.com/film/the-treasure-of-the-sierra-madre/
