Film_title;Release_year;Director;Genres;Owner_rating;Average_rating;Runtime;Countries;Original_Language;Spoken_Languages;Watches;List_Appearances;Likes;Cast;Studios;Letterboxd URL
Modern Times;1936;Charlie Chaplin;['Comedy', 'Drama'];4.5;4.28;87;['USA'];English;['English'];279574;70880;68811;['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia', 'Richard Alexander', 'Cecil Reynolds', 'Mira McKinney', 'Murdock MacQuarrie', 'Wilfred Lucas', 'Edward LeSaint', 'Fred Malatesta', 'Sammy Stein', 'Juana Sutton', 'Ted Oliver', 'Norman Ainsley', 'Bobby Barber', 'Heinie Conklin', 'Gloria DeHaven', 'Pat Flaherty', 'Chuck Hamilton', 'Pat Harmon', 'Lloyd Ingraham', 'Walter James', 'Jack Low', 'Buddy Messinger', 'Bruce Mitchell', 'Frank Moran', 'James C. Morton', 'Louis Natheaux', 'J. C. Nugent', 'Russ Powell', 'John Rand', 'Harry Wilson'];['Charles Chaplin Productions', 'United Artists'];https://letterboxd.com//film/modern-times/
Good Will Hunting;1997;Gus Van Sant;['Drama'];nan;4.27;127;['USA'];English;['English'];1424140;180047;496042;"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen', ""Stephen L'Heureux""]";['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership'];https://letterboxd.com//film/good-will-hunting/
Pulp Fiction;1994;Quentin Tarantino;['Crime', 'Thriller'];5;4.27;154;['USA'];English;['English', 'Spanish', 'French'];2722891;351362;1200603;['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames', 'Harvey Keitel', 'Eric Stoltz', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros', 'Quentin Tarantino', 'Christopher Walken', 'Rosanna Arquette', 'Peter Greene', 'Duane Whitaker', 'Angela Jones', 'Phil LaMarr', 'Steve Buscemi', 'Bronagh Gallagher', 'Laura Lovelace', 'Frank Whaley', 'Burr Steers', 'Paul Calderon', 'Jerome Patrick Hoban', 'Michael Gilden', 'Gary Shorelle', 'Susan Griffiths', 'Eric Clark', 'Joseph Pilato', 'Brad Blumenthal', 'Lorelei Leslie', 'Emil Sitka', 'Brenda Hillhouse', 'Chandler Lindauer', 'Sy Sher', 'Robert Ruth', 'Rich Turner', 'Don Blakely', 'Carl Allen', 'Karen Maruyama', 'Kathy Griffin', 'Venessia Valentino', 'Linda Kaye', 'Stephen Hibbert', 'Alexis Arquette', 'Julia Sweeney', 'Lawrence Bender', 'Cie Allman', 'Rene Beard', 'Lori Pizzo', 'Glendon Rich', 'Devan Richardson', 'Ani Sava', 'Richard Rossi'];['Miramax', 'A Band Apart', 'Jersey Films'];https://letterboxd.com//film/pulp-fiction/
War and Peace;1966;Sergey Bondarchuk;['Romance', 'Drama', 'War', 'History'];5;4.27;422;['USSR'];Russian;['Russian', 'German', 'French', 'Hungarian'];13238;14227;4236;['Ludmila Savelyeva', 'Sergey Bondarchuk', 'Vyacheslav Tikhonov', 'Viktor Stanitsyn', 'Kira Golovko', 'Oleg Tabakov', 'Sergei Yermilov', 'Irina Gubanova', 'Anatoli Ktorov', 'Antonina Shuranova', 'Anastasiya Vertinskaya', 'Boris Smirnov', 'Irina Skobtseva', 'Vasili Lanovoy', 'Oleg Efremov', 'Nikolai Tolkachyov', 'Yelena Tyapkina', 'Klavdiya Polovikova', 'Eduard Martsevich', 'Angelina Stepanova', 'Gemma Firsova', 'Galina Kravchenko', 'Boris Zakhava', 'Nikolay Trofimov', 'Giuli Chokhonelidze', 'Nikolai Rybnikov', 'Aleksandr Borisov', 'Nonna Mordyukova', 'Aleksandr Semin', 'Mikhail Khrabrov', 'Stanislav Chekan', 'Viktor Murganov', 'Vladislav Strzhelchik', 'Vadim Safronov', 'Nikolai Bubnov', 'Ivan Solovyov', 'Yuri Chekulayev', 'Pyotr Savin', 'Andrey Smirnov', 'Vasiliy Badayev', 'Herberts Zommers', 'Jānis Grantiņš', 'D. Eizental', 'Jean-Claude Ballard', 'Georgi Millyar', 'Boris Molchanov', 'Lev Polyakov', 'Georgi Shapovalov', 'Ivan Turchenkov', 'Nikolai Khryashchikov', 'Semen Svashenko', 'Aleksandr Kuznetsov', 'Aleksandr Lebedev', 'Nikolay Smorchkov', 'Ivan Zhevago', 'Alexey Bahar', 'Mikhail Vorobyov', 'Aleksandr Degtyar', 'Ye. Shalamov', 'A. Boldyrev', 'Denis Sivakov', 'N. Sorokin', 'Vladimir Prikhodko', 'Daniil Netrebin', 'Yelena Stroyeva', 'S. Uspenskaya', 'Marina Dobrovolskaya', 'N. Fogel', 'Larisa Borisenko', 'Viktor Matisen', 'Yelena Yelina', 'Nikolay Lebedev', 'Aleksandr Fadeyev', 'Nadezhda Kollen', 'Vergiliy Renin', 'Zoya Smirnova-Nemirovich', 'Alfred Rebane', 'Yu. Ovsyannikov', 'Yuliya Dioshi', 'Erwin Knausmüller', 'Aleksandr Barushnoy', 'Georgiy Kurovskiy', 'Vladimir Maslatsov', 'P. Alekseyev', 'Yu. Rossinol', 'V. Lutsekovich', 'Aleksandr Ponomarenko', 'A. Kin', 'Vladimir Mashchenko', 'Aleksandr Smirnov', 'Nikolai Alekseyev', 'Kira Petrova-Sokolovskaya', 'Zoya Dvizhkova', 'Veronika Polonskaya', 'Lev Kramarevsky', 'Elena Vanke', 'A. Begak', 'Dmitry Begak', 'Aleksey Sezeman', 'Nikolay Sibeikin', 'G. Ivanov', 'Yu. Chyuveleva', 'S. Makovskaya', 'Valentina Yermilova', 'Yuriy Grigorev', 'Yevgeniya Khovanskaya', 'Olga Mikhajlova', 'Georgi Rybakov', 'Vladimir Lapin', 'Ye. Lyutsau', 'Nikolay Grinko', 'Sergey Nikonenko', 'Leonid Vidavskiy', 'Aleksandr Gruzinsky', 'Aleksandr Mombeli', 'Georgi Svetlani', 'Tatyana Makhova', 'Yuri Vetrov', 'Vasiliy Matov', 'Aleksey Glazyrin', 'Leonid Nedovich', 'T. Kazankova', 'Rodion Aleksandrov', 'V. Islavin', 'Yu. Kryuchkov', 'Ivan Vasilyenko', 'Boris Batashev', 'Vladimir Fromgoldt', 'Galina Shostko', 'Zoya Rupasova', 'G. Mityakov', 'G. Edzhubov', 'Aleksandr Komissarov', 'Vladimir Levchenko', 'Vasily Likhachev', 'Apollon Yachnitskiy', 'Svetlana Konovalova', 'V. Kosarikhin', 'Labina', 'N. Afrikyants', 'N. Avetisova', 'V. Alakhverdova', 'Nikolai Aparin', 'Vladimir Seleznyov', 'Pyotr Kiryutkin', 'Robert Chumak', 'Aleksei Kuznetsov', 'Oleg Shtoda', 'Yuri Leonidov', 'Lyudmila Davydova', 'Iya Arepina', 'Leonid Brusin', 'Rada Volshaninova', 'Anna Timiryova', 'Leonid Yevtifyev', 'Anatoli Zhukov', 'Alfred Zinovyev', 'Aleksandra Danilova', 'Mikhail Bocharov', 'Vasiliy Krasnoshchyokov', 'Mikhail Pogorzhelsky', 'Anatoliy Ivanov', 'Semyon Safonov'];['Mosfilm'];https://letterboxd.com//film/war-and-peace-1966/
Fight Club;1999;David Fincher;['Drama'];5;4.27;139;['Germany', 'USA'];English;['English'];2958999;350041;1329316;"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'George Maguire', 'Eugenie Bondurant', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Rachel Singer', 'Christie Cronenweth', 'Tim DeZarn', 'Ezra Buzzington', 'Dierdre Downing-Jackson', 'Bob Stephenson', 'Charlie Dell', 'Rob Lanza', 'David Lee Smith', 'Joel Bissonnette', 'Evan Mirand', 'Robby Robinson', 'Lou Beatty Jr.', 'Thom Gossom Jr.', 'Valerie Bickford', 'Peter Iacangelo', 'Carl Ciarfalio', 'Stuart Blumberg', 'Todd Peirce', 'Mark Fite', 'Matt Winston', 'Joon Kim', 'Bennie Moore', 'Lauren Sánchez', 'Pat McNamara', 'Tyrone R. Livingston', 'Owen Masterson', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Anderson Bourell', 'Scotch Ellis Loring', 'Michael Shamus Wiles', 'Andi Carnick', 'Edward Kowalczyk', 'Leonard Termo', 'Van Quattro', 'Markus Redmond', 'Michael Girardin', 'Michael Arturo', 'Greg Bronson', 'Matt Cinquanta', 'Paul Dillon', 'Eddie Hargitay', 'Phil Hawn', 'Bruce Holman', 'Jawara', 'Baron Jay', 'Jim Jenkins', 'Kevin Scott Mack', 'Trey Ore', 'Louis Ortiz', 'Hugh Peddy', 'J.T. Pontino', 'Chad Randau', 'Marcio Rosario', 'Gregory Silva', 'Brian Tochi', 'Michael Zagst', 'Marc Cinquanta', 'Summer Moore', 'Niall Binnion']";['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film'];https://letterboxd.com//film/fight-club/
La Dolce Vita;1960;Federico Fellini;['Drama', 'Comedy'];nan;4.27;176;['France', 'Italy'];Italian;['Italian', 'German', 'English', 'French'];140706;67603;41730;"['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux', 'Magali Noël', 'Alain Cuny', 'Annibale Ninchi', 'Walter Santesso', 'Valeria Ciangottini', 'Riccardo Garrone', 'Ida Galli', 'Audrey McDonald', 'Polidor', 'Alain Dijon', 'Mino Doro', 'Giulio Girola', 'Laura Betti', 'Nico', 'Domino', 'Carlo Musto', 'Enzo Cerusico', 'Giulio Paradisi', 'Enzo Doria', 'Enrico Glori', 'Adriana Moneta', 'Massimo Busetti', 'Lex Barker', 'Jacques Sernas', 'Nadia Gray', 'Giuseppe Addobbati', 'Conte Brunoro Serego Aligheri', 'Gabriella Andreini', 'Federika André', 'Armando Annuale', 'Joan Antequera', 'Juan Antequero', 'Gianni Baghino', 'Nadia Balabine', 'Ignazio Balsamo', 'Remo Benedetti', 'Andrea Bianchi', 'Lars Bloch', 'Leonardo Botta', 'Ida Bracci Dorati', 'Ferdinando Brofferio', 'Giovanna Busetti', 'Tito Buzzo', 'Daniela Calvino', 'Tony Campanino', 'Fabrizio Capucci', 'Donato Castellaneta', 'Adriano Celentano', 'Elisabetta Cini', 'Giulio Citti', 'Leo Coleman', 'Nani Colombo', 'Mario Conocchia', 'Francesco Consalvo', 'Tiziano Cortini', 'Decimo Cristiani', 'Mario De Grenet', 'Andrea De Pino', 'Adele De Rossi', 'Donatella Della Nora', 'Christine Denise', 'Katherine Denise', 'Carlo Di Maggio', 'François Dieudonné', 'Venceslao Dobrzensky', 'Donatella Esparmer', 'Paolo Fadda', 'Umberto Felici', 'Oretta Fiume', 'Rina Franchetti', 'Giacomo Gabrielli', 'Franco Giacobini', 'Angela Giavalisco', 'Romolo Giordani', 'Christine Graefeck', 'Lily Granado', 'Libero Grandi', 'Maurizio Guelfi', 'Gloria Hendy', 'April Hennessy', 'Nina Hohenlohe', 'Antonio Jacono', 'Gloria Jones', 'Carlo Kechler', 'Else Knorr', 'Paolo Labia', 'John Francis Lane', 'Sondra Lee', 'Marianne Leibl', 'Guglielmo Leoncini', 'Giuliana Lojodice', 'Renée Longarini', 'Francisco Lori', 'Francesco Luzi', 'Mario Mallarno', 'Renato Mambor', 'Vittorio Manfrino', 'Maria Marigliano', 'Carlo Mariotti', 'Gino Marturano', 'Maria Mazzanti', 'Harriet Medin', 'Marta Melocco', 'Nello Meniconi', 'Alex Messoyedoff', 'Gianfranco Mingozzi', 'Lucia Modigliani', 'Maite Morand', 'Aurelio Nardi', ""Desmond O'Grady"", 'Liana Orfei', 'Umberto Orsini', 'Contessa Cristina Paolozzi', 'Ada Passeri', 'Franca Pasut', 'Loretta Pepi', 'Paola Petrini', 'Cesarino Miceli Picardi', 'Princess Doris Pignatelli', 'Alberto Plebani', 'Oliviero Prunas', 'Giovanni Querrel', 'Giulio Questi', 'Concetta Ragusa', 'Loretta Ramaciotti', 'Leonida Repaci', 'Alfredo Rizzo', 'Rosemary Rennel Rodd', 'Giancarlo Romani', 'Franco Rossellini', 'Prince Eugenio Ruspoli di Poggio Suasa', 'Margherita Russo', 'Anna Maria Salerno', 'Anna Salvatore', 'Archie Savage', 'Lisa Schneider', 'Maria Pia Serafini', 'Noel Sheldon', 'Isabella Soldani', 'Letizia Spadini', 'Giò Stajano', 'Gino Talamo', 'Sandra Tesi', 'Henry Thody', 'Tomás Torres', 'Iris Tree', 'Vando Tress', 'Gondrano Trucchi', 'Teresa Tsao', 'Winie Vagliani', 'Leontine Van Strein', 'Aldo Vasco', 'Lucia Vasilicò', 'Maria Teresa Vianello', 'Sandy von Normand', 'Antoinette Weynen', 'Angela Wilson', 'Vadim Wolkonsky', 'Maria Teresa Wolodimeroff', 'Gianni Zamputo', 'Italo Zingarelli', 'Iolanda Fortini', 'Marta Timar', 'Bruna Cealti', 'Nancy Lecchini', 'Giulio Tomei', 'Lucia Cavalieri', 'Rio Nobile', 'Edward Febo Kelleng']";['Cinecittà', 'Pathé Consortium Cinéma', 'Riama Film'];https://letterboxd.com//film/la-dolce-vita/
Raise the Red Lantern;1991;Zhang Yimou;['Drama'];4;4.27;125;['China', 'Hong Kong', 'Taiwan'];Chinese;['Chinese'];44229;26804;14049;['Gong Li', 'Ma Jingwu', 'He Saifei', 'Cao Cuifen', 'Kong Lin', 'Shuyuan Jin', 'Chu Xiao', 'Ding Weimin', 'Cao Zengyin', 'Cui Zhi-Gang', 'Espérance Pham Thai Lan'];['ERA International', 'China Film Co-Production Corporation', 'Century Communications', 'Salon Films'];https://letterboxd.com//film/raise-the-red-lantern/
The Treasure of the Sierra Madre;1948;John Huston;['Drama', 'Western', 'Adventure'];4.5;4.27;126;['USA'];English;['English'];87625;46166;25559;['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young'];['Warner Bros. Pictures'];https://letterboxd.com//film/the-treasure-of-the-sierra-madre/
The Third Man;1949;Carol Reed;['Mystery', 'Thriller'];4.5;4.27;104;['UK'];English;['English', 'Russian', 'German'];169953;73447;51040;['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Alexis Chesnakov', 'Thomas Gallagher', 'Herbert Halbik', 'Hannah Norbert', 'Eric Pohlmann', 'Carol Reed', 'Annie Rosar', 'Frederick Schrecker', 'Hugo Schuster', 'Karl Stepanek', 'Theodore Gottlieb', 'Jenny Werner', 'Reed De Rouen'];['London Films Productions', 'British Lion Films'];https://letterboxd.com//film/the-third-man/
The Night of the Hunter;1955;Charles Laughton;['Drama', 'Crime', 'Thriller'];5;4.27;93;['USA'];English;['English'];160692;81634;56162;['Billy Chapin', 'Robert Mitchum', 'Sally Jane Bruce', 'Lillian Gish', 'Shelley Winters', 'James Gleason', 'Evelyn Varden', 'Peter Graves', 'Don Beddoe', 'Gloria Castillo', 'James Griffith', 'Gloria Pall'];['Paul Gregory Productions', 'United Artists'];https://letterboxd.com//film/the-night-of-the-hunter/
Das Boot;1981;Wolfgang Petersen;['Drama', 'War', 'History'];4.5;4.27;150;['Germany'];German;['German', 'English', 'French'];95828;34817;23740;['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch', 'Martin Semmelrogge', 'Bernd Tauber', 'Erwin Leder', 'Martin May', 'Heinz Hoenig', 'Uwe Ochsenknecht', 'Claude-Oliver Rudolph', 'Jan Fedder', 'Rita Cadillac', 'Ralf Richter', 'Joachim Bernhard', 'Oliver Stritzel', 'Konrad Becker', 'Lutz Schnell', 'Martin Hemme', 'Otto Sander', 'Günter Lamprecht', 'Thomas Boxhammer', 'Roger Barth', 'Günther Franke', 'Christian Bendomir', 'Norbert Gronwald', 'Albert Kraml', 'Jean-Claude Hoffmann', 'Peter Pathenis', 'Arno Kral', 'Christian Seipolt', 'Helmut Neumeier', 'Ferdinand Schaal', 'Wilhelm Pietsch', 'Rolf Weber', 'Dirk Salomon', 'Lothar Zajicek', 'Sky du Mont', 'Ulrich Günther', 'Edwige Pierre', 'Maryline Moulard', 'Günter Spörrle'];['Radiant Film GmbH', 'Süddeutscher Rundfunk', 'Bavaria Film', 'Twin Bros. Productions', 'Columbia Pictures', 'WDR', 'PSO'];https://letterboxd.com//film/das-boot/
Akira;1988;Katsuhiro Otomo;['Animation', 'Action', 'Science Fiction'];nan;4.27;124;['Japan'];Japanese;['Japanese'];591039;122353;228356;['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tessyo Genda', 'Koichi Kitamura', 'Yuriko Fuchizaki', 'Masaaki Okura', 'Takeshi Kusao', 'Kazuhiro Kamifuji', 'Tatsuhiko Nakamura', 'Fukue Itô', 'Yuka Ôno', 'Hiroshi Ôtake', 'Kazumi Tanaka', 'Masato Hirano', 'Masayuki Katô', 'Michihiro Ikemizu', 'Tarô Arakawa', 'Masami Toyoshima'];['MBS', 'Sumitomo Corporation', 'TOHO', 'Studio Fuga', 'Studio Aoi', 'Kodansha', 'Bandai Entertainment', 'Tokyo Movie Shinsha'];https://letterboxd.com//film/akira/
Heat;1995;Michael Mann;['Crime', 'Action', 'Drama'];nan;4.26;170;['USA'];English;['English', 'Spanish'];603556;136730;203976;"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Dennis Haysbert', 'William Fichtner', 'Natalie Portman', 'Tom Noonan', 'Kevin Gage', 'Hank Azaria', 'Susan Traylor', 'Kim Staunton', 'Danny Trejo', 'Henry Rollins', 'Jerry Trimble', 'Martin Ferrero', 'Ricky Harris', 'Tone Loc', 'Begonya Plaza', 'Hazelle Goodman', 'Ray Buktenica', 'Jeremy Piven', 'Xander Berkeley', 'Rick Avery', 'Brad Baldridge', 'Andrew Camuccio', 'Brian Camuccio', 'Max Daniels', 'Vince Deadrick Jr.', 'Charles Duke', 'Thomas Elfmont', 'Kenny Endoso', 'Kimberly Flynn', 'Steven Ford', 'Farrah Forke', 'Hannes Fritsch', 'Amanda Graves', 'Emily Graves', 'Niki Haris', 'Ted Harvey', 'Patricia Healy', 'Paul Herman', 'Cindy Katz', 'Brian Libby', 'Bill McIntosh', 'Dan Martin', 'Rick Marzan', 'Terry Miller', 'Paul Moyer', ""Daniel O'Haco"", 'Mario Roberts', 'Phillip Robinson', 'Thomas Rosales Jr.', 'Rainell Saunders', 'Kai Soremekun', 'Rey Verdugo', 'Wendy L. Walsh', 'Yvonne Zima', 'Monica Lee Bellais', 'Peter Blackwell', 'Trevor Coppola', 'Bud Cort', 'Annette Goodman', 'Mick Gould', 'Mary Kircher', 'David Koseruba', 'Melissa S. Markess', 'Andre McCoy', 'Darren Melton', 'Robert Miranda', 'Kathryn Mullen', 'Manny Perry', 'Jimmy N. Roberts', 'Iva Franks-Singer', 'Gloria Koehn Straube', 'Viviane Vives', 'Tim Werner', 'Jimmy Star']";['Warner Bros. Pictures', 'Regency Enterprises', 'Forward Pass'];https://letterboxd.com//film/heat-1995/
The Lives of Others;2006;Florian Henckel von Donnersmarck;['Drama', 'Thriller'];4.5;4.26;137;['France', 'Germany'];German;['German'];166093;41661;44206;['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch', 'Ulrich Tukur', 'Thomas Thieme', 'Hans-Uwe Bauer', 'Volkmar Kleinert', 'Matthias Brenner', 'Charly Hübner', 'Herbert Knaup', 'Bastian Trost', 'Marie Gruber', 'Volker Michalowski', 'Werner Daehn', 'Hinnerk Schönemann', 'Thomas Arnold', 'Ludwig Blochberger', 'Martin Brambach', 'Hubertus Hartmann', 'Paul Faßnacht', 'Paul Maximilian Schüller', 'Susanna Kraus', 'Michael Gerber', 'Fabian von Klitzing', 'Harald Polzin', 'Sheri Hagen', 'Gitta Schweighöfer', 'Hildegard Schroedter', 'Inga Birkenfeld', 'Jens Wassermann', 'Gabi Fleming', 'Kai Ivo Baulitz', 'Anabelle D. Munro', 'Klaus Münster'];['Creado Film', 'Wiedemann & Berg Film', 'ARD', 'Sony Pictures Classics', 'ARTE', 'Buena Vista International (Germany) GmbH', 'Beta Cinema'];https://letterboxd.com//film/the-lives-of-others/
The Celebration;1998;Thomas Vinterberg;['Drama'];nan;4.26;105;['Denmark', 'Sweden'];Danish;['Danish', 'German', 'English'];90491;34056;27947;['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen', 'Birthe Neumann', 'Trine Dyrholm', 'Helle Dolleris', 'Therese Glahn', 'Klaus Bondam', 'Bjarne Henriksen', 'Gbatokai Dakinah', 'Lasse Lunderskov', 'Lars Brygmann', 'Lene Laub Oksen', 'Linda Laursen', 'John Boas', 'Erna Boas', 'Bent Henningsen', 'Poul Kajbæk', 'Vibeke Dalset', 'Janne Thomsen', 'Anette Jakobsen', 'Poul Petersen', 'Gulli Sejrsen', 'Vibeke Kaiser', 'John Johnsen', 'Dan Eilertsen', 'Søren Sögreni', 'Kate Goldschmidt', 'Jens Nørring', 'Bent Kaiser', 'Maria Myrgård', 'Peter Krag', 'Stig Poul Hansen', 'Kaj Rasmussen', 'Robert Strandgård', 'Gry Worre Hallberg', 'René', 'Christine Louise Jørgensen', 'Dorte Olofsen', 'Kasper Olofsen', 'Emilian Sejersen', 'Susanne Funck', 'Rosmarie Jørgensen', 'Lasse Jacobsen', 'Sigrid Aalbæk Jensen', 'Mikkel Jacobsen', 'Birgitte Simonsen', 'Thomas Vinterberg'];['DR', 'SVT', 'Nimbus Film'];https://letterboxd.com//film/the-celebration/
Fantastic Mr. Fox;2009;Wes Anderson;['Family', 'Adventure', 'Comedy', 'Animation'];4;4.26;87;['USA'];English;['English', 'French', 'Latin'];1509311;279982;634225;['George Clooney', 'Meryl Streep', 'Jason Schwartzman', 'Bill Murray', 'Willem Dafoe', 'Owen Wilson', 'Wallace Wolodarsky', 'Eric Chase Anderson', 'Michael Gambon', 'Jarvis Cocker', 'Wes Anderson', 'Robin Hurlstone', 'Hugo Guinness', 'Helen McCrory', 'Juman Malouf', 'Karen Duffy', 'Roman Coppola', 'Jeremy Dawson', 'Garth Jennings', 'Brian Cox', 'Tristan Oliver', 'James Hamilton', 'Steven M. Rales', 'Rob Hersov', 'Jennifer Furches', 'Allison Abbate', 'Molly Cooper', 'Adrien Brody', 'Mario Batali', 'Martin Ballard'];['Regency Enterprises', 'Indian Paintbrush', 'American Empirical Pictures'];https://letterboxd.com//film/fantastic-mr-fox/
Double Indemnity;1944;Billy Wilder;['Thriller', 'Crime'];4.5;4.26;107;['USA'];English;['English'];183384;80172;56478;['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Porter Hall', 'Richard Gaines', 'Jean Heather', 'Tom Powers', 'Fortunio Bonanova', 'Byron Barr', 'John Berry', 'Raymond Chandler', 'Edmund Cobb', 'Kernan Cripps', 'Bess Flowers', 'Eddie Hall', 'Teala Loring', 'Sam McDaniel', 'Billy Mitchell', 'Clarence Muse', 'Douglas Spencer', 'John Philliber', 'Harold Garrison', 'James Adamson', 'Betty Farrington', 'George Magrill', 'Constance Purdy', 'Dick Rush', 'Floyd Shackelford', 'Oscar Smith', 'Miriam Nelson'];['Paramount'];https://letterboxd.com//film/double-indemnity/
Network;1976;Sidney Lumet;['Drama'];5;4.26;122;['USA'];English;['English'];164800;64754;50762;['Peter Finch', 'Faye Dunaway', 'William Holden', 'Robert Duvall', 'Beatrice Straight', 'Wesley Addy', 'Ned Beatty', 'Arthur Burghardt', 'Bill Burrows', 'John Carpenter', 'Jordan Charney', 'Kathy Cronkite', 'Ed Crowley', 'Jerome Dempsey', 'Conchata Ferrell', 'Gene Gross', 'Stanley Grover', 'Cindy Grover', 'Darryl Hickman', 'Mitchell Jason', 'Paul Jenkins', 'Ken Kercheval', 'Kenneth Kimmins', 'Lynn Klugman', 'Carolyn Krigbaum', 'Zane Lasky', 'Michael Lipton', 'Michael Lombard', 'Pirie MacDonald', 'Russ Petranto', 'Bernard Pollock', 'Roy Poole', 'William Prince', 'Sasha von Scherler', 'Lane Smith', 'Ted Sorel', 'Fred Stuthman', 'Cameron Thomas', 'Marlene Warfield', 'Lydia Wilen', 'Lee Richardson', 'Lance Henriksen'];['Metro-Goldwyn-Mayer'];https://letterboxd.com//film/network/
Throne of Blood;1957;Akira Kurosawa;['History', 'Drama'];4.5;4.26;108;['Japan'];Japanese;['Japanese'];97442;50485;32457;['Toshirō Mifune', 'Isuzu Yamada', 'Takashi Shimura', 'Akira Kubo', 'Hiroshi Tachikawa', 'Minoru Chiaki', 'Takamaru Sasaki', 'Gen Shimizu', 'Kokuten Kōdō', 'Kichijirō Ueda', 'Eiko Miyoshi', 'Chieko Naniwa', 'Nakajirō Tomita', 'Yū Fujiki', 'Sachio Sakai', 'Shin Ōtomo', 'Yoshio Tsuchiya', 'Yoshio Inaba', 'Takeo Oikawa', 'Akira Tani', 'Ikio Sawamura', 'Yutaka Sada', 'Seijirô Onda', 'Shinpei Takagi', 'Masao Masuda', 'Mitsuo Asano', 'Akifumi Inoue', 'Asao Koike', 'Takeshi Katō', 'Hitoshi Takagi', 'Michiya Higuchi', 'Senkichi Ōmura', 'Gorô Sakurai', 'Shirō Tsuchiya', 'Takeo Matsushita', 'Jun Ōtomo', 'Kamayuki Tsubono', 'Fuminori Ōhashi', 'Isao Kimura', 'Seiji Miyaguchi', 'Nobuo Nakamura'];['TOHO'];https://letterboxd.com//film/throne-of-blood/
